Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
5376,PA,Alternative Fuels Tax,"Alternative fuels used to propel vehicles of any kind on public highways
are taxed at a rate determined on a gasoline gallon equivalent basis.
For more information, including applicable tax rates, see the
Pennsylvania Department of Revenue [Motor and Alternative Fuel
Taxes](https://www.revenue.pa.gov/TaxTypes/MAFT/Pages/default.aspx)
website. Certain exemptions apply.

(Reference [Title 75 Pennsylvania Statutes, Part VI, Chapter 90, Section 9004](http://government.westlaw.com/linkedslice/default.asp?SP=pac-1000))",,,false,70,Laws and Regulations,"",,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",FUEL,STATION|PURCH,http://government.westlaw.com/linkedslice/default.asp?SP=pac-1000,,
5391,NM,Alternative Fuel Definition,"Alternative fuels are defined as natural gas, propane, electricity,
hydrogen, fuel mixtures containing not less than 85% ethanol or
methanol, and fuel mixtures containing not less than 20% vegetable oil,
or a water-phased hydrocarbon fuel emulsion in an amount not less than
20% by volume. Biodiesel is defined as a renewable, biodegradable, mono
alkyl ester combustible liquid fuel that is derived from agricultural
plant oils or animal fats and meets current
[ASTM](%20https://www.astm.org/Standard/index.html) pure biodiesel
(B100) standards.

(Reference [New Mexico Statutes 13-1B-2 and 57-19-27](https://nmonesource.com/nmos/nmsa/en/nav_date.do))",,,false,75,Laws and Regulations,"",,,,,"",BIOD|ETH|ELEC|HY|NG|LPG,"",STD,STATION|AFP|PURCH,https://nmonesource.com/nmos/nmsa/en/nav_date.do,,
5397,VA,Low-Speed Vehicle Access to Roadways,"A low-speed vehicle is defined as a four-wheeled electrically- or
gas-powered vehicle capable of achieving a maximum speed of at least 20
miles per hour (mph) but not greater than 25 mph. The vehicle must
comply with safety standards specified in Title 49 of the [Code of
Federal Regulations](http://www.gpo.gov/fdsys/), section 571.500.
Low-speed vehicles titled and registered with the Virginia Department of
Motor Vehicles (DMV) must display designated DMV license plates.
Low-speed vehicles may not operate on roads with posted speed limits of
more than 35 mph or on roads where the Virginia Department of
Transportation or the local governing body has prohibited their use.

(Reference [Virginia Code 46.2-100, 46.2-908.2, 46.2-908.3, and 46.2-711](https://law.lis.virginia.gov/vacode/))",,2013-04-03 00:00:00 UTC,false,85,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,https://law.lis.virginia.gov/vacode/,amended,2013-04-03
5406,ID,Biodiesel Definition,"Biodiesel is defined as any fuel derived in whole or in part from
agricultural products, animal fats, or the wastes from these products,
and is suitable for use in diesel engines. A biodiesel blend is defined
as any fuel produced by blending biodiesel with petroleum-based diesel
to produce a fuel suitable for use in diesel engines.

(Reference [Idaho Statutes 63-2401](https://legislature.idaho.gov/statutesrules/))",2007-03-02 00:00:00 UTC,,false,40,Laws and Regulations,"",,,,,"",BIOD,"",STD,STATION|AFP|PURCH,https://legislature.idaho.gov/statutesrules/,enacted,2007-03-02
5413,KY,Propane Excise Tax Exemption,"Propane is exempt from the state excise tax when it is used to operate
motor vehicles on public highways provided that vehicles are equipped
with carburetion systems approved by the Kentucky Energy and Environment
Cabinet or fuel systems that meet Federal Motor Vehicle Safety Standards
contained in Title 49 of the [Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
571. (Reference [Kentucky Revised
Statutes](https://legislature.ky.gov/Law/Statutes/Pages/default.aspx)
234.321)
",,,false,35,State Incentives,"",,,,,"",LPG,EXEM|TAX,"",STATION|PURCH,"",,
5426,AZ,Alternative Fuel Vehicle (AFV) Parking Incentive,"An individual driving a dedicated AFV may park without penalty in
parking areas that are designated for carpool operators, provided the
vehicle is using alternative fuel. Recognized alternative fuels include
propane, natural gas, electricity, hydrogen, and a blend of hydrogen
with propane or natural gas.

(Reference [Arizona Revised Statutes 1-215 and 28-877](https://www.azleg.gov/ARStitle/))",2013-01-01 00:00:00 UTC,,false,25,State Incentives,"",,,,,"",ELEC|HY|NG|PHEV|LPG,EXEM,"",FLEET|GOV|IND,https://www.azleg.gov/ARStitle/,enacted,2013-01-01
5427,AZ,Neighborhood Electric Vehicle (NEV) Access to Roadways,"NEVs may not operate at speeds greater than 25 miles per hour (mph). An
NEV may not operate on a roadway with a speed limit greater than 35 mph,
except to cross that roadway. NEVs must display a notice of the
operational restrictions (either painted or otherwise permanently
attached) on the vehicle in a location that is in clear view of the
driver.

(Reference [Arizona Revised Statutes 28-966 and 28-2157](https://www.azleg.gov/ARStitle/))",,,false,120,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,https://www.azleg.gov/ARStitle/,,
5432,IA,Renewable Fuel Labeling Requirement,"Biodiesel, biobutanol, and ethanol blend dispensers must be affixed with
decals identifying the type of fuel blend. If fuel blends containing
more than 10% ethanol are being dispensed, the decal must include the
statement: ""For Flexible Fuel Vehicles Only."" The Iowa Department of
Agriculture and Land Stewardship (Department) may approve applications
to place a decal in a special location on a pump with special lettering
or colors that are clear and conspicuous to the consumer.

(Reference [Iowa Code 214A.21A](https://www.legis.iowa.gov/index.aspx))",,2014-03-21 00:00:00 UTC,false,75,Laws and Regulations,"",,,,,"",BIOD|ETH,"",REGIS,STATION,https://www.legis.iowa.gov/index.aspx,amended,2014-03-21
5433,UT,Low-Speed Vehicle Access to Roadways,"Low-speed vehicles are only allowed access to roadways with speeds
limits of up to 35 miles per hour (mph), must comply with all federal
and state motor vehicle regulations, and are required to display a
slow-moving vehicle identification emblem on the rear of the vehicle.
Low-speed vehicles are defined as four-wheel electric vehicles that are
not golf carts or off-road vehicles, operate at speeds up to 25 mph, and
may carry up to four passengers. Low-speed vehicles are subject to
vehicle taxation requirements, including those related to special fuels
and are exempt from emission inspections.

(Reference [Utah Code 41-6a-102, 41-6a-1508, 59-13-102, and 59-13-201](http://le.utah.gov/xcode/code.html))",,2008-03-17 00:00:00 UTC,false,65,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,http://le.utah.gov/xcode/code.html,amended,2008-03-17
5451,HI,Alternative Fuel Tax Rate,"A distributor of any alternative fuel used to operate an internal
combustion engine must pay a license tax of \$0.0025 for each gallon of
alternative fuel the distributor sells or uses. In addition, a
distributor must pay a license tax for each gallon of fuel sold or used
by the distributor for operating a motor vehicle on state public
highways according to the following rates:

Fuel Type

Tax

Ethanol

0.145 times the rate for diesel

Methanol

0.11 times the rate for diesel

Biodiesel

0.25 times the rate for diesel

Propane

0.33 times the rate for diesel

For other alternative fuels, the rate is based on the energy content of
the fuels as compared to diesel fuel, using a lower heating value of
130,000 British thermal units per gallon as a standard for diesel, so
that the tax rate, on an energy content basis, is equal to one-quarter
the rate for diesel fuel. Counties may impose additional taxes.

(Reference [Hawaii Revised Statutes 243-4 and 243-5](http://www.capitol.hawaii.gov/))",,,false,95,Laws and Regulations,"",,,,,"",BIOD|ETH|HY|NG|LPG,"",FUEL,STATION|PURCH,http://www.capitol.hawaii.gov/,,
5452,MN,Biodiesel Blend Mandate,"During the months of April through September, diesel fuel sold in the
state must contain at least 20% biodiesel (B20). Diesel fuel sold during
the remainder of the year must contain at least 5% biodiesel (B5). From
April 1 to April 14, diesel fuel sold in the state can be a lower blend
than B20, but not less than 10% biodiesel (B10).

The Minnesota Department of Agriculture, Department of Commerce, and the
Pollution Control Agency, in consultation with the [Biodiesel Task
Force](http://www.mda.state.mn.us/renewable/biodiesel/biodieselforce.aspx)
and other technical experts, must submit annual reports regarding the
implementation of minimum biodiesel content requirements, including
information about the price and supply of biodiesel fuel.

(Reference [Minnesota Statutes 239.75 and 239.77](https://www.revisor.mn.gov/pubs/))",,2018-05-14 00:00:00 UTC,false,54,Laws and Regulations,"",2018-06-06 20:23:43 UTC,,,,"",BIOD,"",RFS,STATION|AFP,https://www.revisor.mn.gov/pubs/|https://www.leg.state.mn.us/,amended,2018-05-14
5484,NC,Alternative Fuel Vehicle (AFV) Acquisition Goal,"North Carolina established a goal that at least 75% of new or
replacement state government light-duty cars and trucks with a gross
vehicle weight rating of 8,500 pounds or less must be AFVs or low
emission vehicles.

(Reference [North Carolina General Statutes 143-215.107C](http://www.ncleg.net/gascripts/Statutes/Statutes.asp))",,,false,105,Laws and Regulations,"",,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REQ,GOV,http://www.ncleg.net/gascripts/Statutes/Statutes.asp,,
5485,DC,Alternative Fuel Vehicle Exemption from Driving Restrictions,"Certified clean fuel vehicles are exempt from time-of-day and
day-of-week restrictions and commercial vehicle bans if the vehicles are
part of a fleet that operates at least 10 vehicles in the District of
Columbia. This exemption does not permit unrestricted access to High
Occupancy Vehicle lanes, except for covered fleet vehicles that have
been certified by the U.S. Environmental Protection Agency as Inherently
Low Emission Vehicles (ILEV) and are in compliance with applicable ILEV
emission standards.

(Reference [District of Columbia Code 50-702 and 50-714](https://code.dccouncil.us/dc/council/code/))",,,false,20,State Incentives,"",,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,EXEM,"",FLEET|GOV,https://code.dccouncil.us/dc/council/code/|https://dc.gov/page/laws-regulations-and-courts,,
5492,MI,Alternative Fuel Vehicle (AFV) Emissions Inspection Exemption,"Dedicated AFVs powered by compressed natural gas, propane, electricity,
or any other source as defined by the Michigan Department of
Transportation are exempt from emissions inspection requirements.

(Reference [Michigan Compiled Laws 324.6311 and 324.6512](http://www.legislature.mi.gov/(S(d1yq0h4534qach5500tlbh55))/mileg.aspx?page=home))",1995-05-24 00:00:00 UTC,,false,32,State Incentives,"",,,,,"",ELEC|NG|LPG,EXEM,"",FLEET|GOV|IND,http://www.legislature.mi.gov/(S(d1yq0h4534qach5500tlbh55))/mileg.aspx?page=home,enacted,1995-05-24
5493,NJ,Low Emission or Alternative Fuel Bus Acquisition Requirement,"All buses purchased by the New Jersey Transit Corporation (NJTC) must
be: 1) equipped with improved pollution controls that reduce particulate
emissions; or 2) powered by a fuel other than conventional diesel.
Qualifying vehicles include compressed natural gas vehicles, hybrid
electric vehicles, fuel cell vehicles, vehicles operating on biodiesel
or ultra-low sulfur fuel, or vehicles operating on any other bus fuel
approved by the U.S. Environmental Protection Agency. If the NJTC is
unable to meet the bus purchase requirement, the organization must
submit a report to the New Jersey Senate and General Assembly detailing
the reasons and the state legislature may grant an exemption.

(Reference [New Jersey Statutes 27:1B-22](http://www.njleg.state.nj.us/))",,,false,60,Laws and Regulations,"",,,,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,"",REQ|AIRQEMISSIONS,GOV,http://www.njleg.state.nj.us/,,
5494,NJ,Reduced Propane Fuel Tax,"The tax imposed on propane used to operate a motor vehicle is equal to
half the tax paid on the sale or use of gasoline, or \$0.0525 per
gallon.

(Reference [New Jersey Statute 54:39-103](http://www.njleg.state.nj.us/))",,2010-11-01 00:00:00 UTC,false,12,State Incentives,"",,,,,"",LPG,TAX,"",PURCH|FLEET|GOV|IND,http://www.njleg.state.nj.us/,amended,2010-11-01
5502,CA,Fleet Emissions Reduction Requirements - South Coast,"The South Coast Air Quality Management District (SCAQMD) requires
government fleets and private contractors under contract with public
entities to purchase non-diesel lower emission and alternative fuel
vehicles. The rule applies to transit bus, school bus, refuse hauler,
and other vehicle fleets of at least 15 vehicles that operate in Los
Angeles, San Bernardino, Riverside, and Orange counties.

(Reference [SCAQMD Rules 1186.1 and 1191-1196](http://www.aqmd.gov/rules/rulesreg.html))",,,false,325,Laws and Regulations,"",,,,,"",BIOD|HY|NG|LPG,"",REQ,FLEET|GOV,http://www.aqmd.gov/rules/rulesreg.html,,
5567,WA,Alternative Fuel Vehicle Labeling Requirement,"Every alternative fuel automobile, truck, motorcycle, motor home, or
off-road vehicle must bear a reflective placard from the National Fire
Protection Association indicating that the vehicle is powered by an
alternative fuel. Alternative fuels include propane, liquid petroleum
gas, and natural gas.

(Reference [Revised Code of Washington 46.37.467](http://apps.leg.wa.gov/rcw/))",,2014-04-04 00:00:00 UTC,false,165,Laws and Regulations,"",2015-06-12 20:01:20 UTC,,,,"",AFTMKTCONV|NG|LPG,"",REGIS,FLEET|GOV|IND,http://apps.leg.wa.gov/rcw/,amended,2014-04-04
5574,IA,Alternative Fuel Vehicle Conversion Registration,"When a motor vehicle is modified to use a different fuel type or more
than one type of fuel, the vehicle's registered owner must notify the
county treasurer of the new fuel type or alternative fuel types within
30 days. If the vehicle is able to use a special fuel, the county
treasurer will issue a special fuel identification sticker.

(Reference [Iowa Code 321.41](https://www.legis.iowa.gov/index.aspx))",,,false,105,Laws and Regulations,"",,,,,"",AFTMKTCONV|ELEC|NG|PHEV|LPG,"",REGIS,MAN|FLEET|GOV|IND,https://www.legis.iowa.gov/index.aspx,,
5576,ND,Biodiesel and Renewable Diesel Sales Equipment Tax Credit,"Qualified retailers may be eligible for a corporate income tax credit of
10% of the direct costs incurred to adapt or add equipment to a facility
so that it may sell diesel fuel containing at least 2% biodiesel or
renewable diesel. A retailer may only claim the credit for up to five
years and is limited to \$50,000 in cumulative credits for all taxable
years. The biodiesel or renewable diesel must meet applicable
[ASTM](%20https://www.astm.org/Standard/index.html) standards.

(Reference [North Dakota Century Code 57-38-01.23](http://www.legis.nd.gov/general-information/north-dakota-century-code))",,2013-04-18 00:00:00 UTC,false,20,State Incentives,"",,,,,"",BIOD|RD,TAX,"",STATION,http://www.legis.nd.gov/general-information/north-dakota-century-code,amended,2013-04-18
5584,IN,Low-Speed Vehicle Access to Roadways,"A low-speed vehicle is defined as a four-wheeled electric vehicle
capable of achieving a speed of up to 35 miles per hour (mph) that meets
the standards in Title 49 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
571.500. An individual may not operate a low-speed vehicle on a highway
that has a posted speed limit greater than 35 mph.
",,,false,140,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,http://www.in.gov/legislative/ic/code/,,
5588,KS,Low-Speed Vehicle Access to Roadways,"Low-speed vehicles may only travel on roadways with a posted speed limit
of up to 40 miles per hour (mph). A low-speed vehicle is any
four-wheeled electric vehicle whose top speed is at least 20 mph but not
more than 25 mph and is manufactured in compliance with federal
standards for low-speed vehicles as referenced in Title 49 of the [Code
of Federal Regulations](http://www.gpo.gov/fdsys/), section 571.500.
Additional conditions apply.

(Reference [Kansas Statutes 8-1488; 8-15,101; 8-1701; and 8-2118](https://ksrevisor.org/ksa.html))",,,false,90,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,https://ksrevisor.org/ksa.html,,
5590,MT,Compressed Natural Gas (CNG) and Propane Dealer License,"A person may not act as a CNG or propane dealer unless the person holds
a valid CNG or propane dealer's license issued by the Montana Department
of Transportation.

(Reference [Montana Code Annotated 15-70-702](https://leg.mt.gov/bills/mca/index.html))",,,false,75,Laws and Regulations,"",,,,,"",NG|LPG,"",REGIS,STATION,https://leg.mt.gov/bills/mca/index.html,,
5595,AZ,Alternative Fuel Vehicle (AFV) Dealer Information Dissemination Requirement,"New motor vehicle dealers must make information about AFVs and
Arizona-based incentives for purchasing or leasing AFVs available to the
public. For the purpose of these requirements, alternative fuels include
propane, natural gas, electricity, hydrogen, and a blend of hydrogen
with propane or natural gas.

(Reference [Arizona Revised Statutes 1-215 and 28-4414](https://www.azleg.gov/ARStitle/))",,,false,110,Laws and Regulations,"",,,,,"",ELEC|HY|NG|PHEV|LPG,"",OTHER,OTHER,https://www.azleg.gov/ARStitle/,,
5596,AZ,Electric Vehicle (EV) Parking Space Regulation,"An individual is not allowed to stop, stand, or park a motor vehicle
within any parking space specifically designated for parking and
charging EVs unless the motor vehicle is an EV and has been issued an
alternative fuel vehicle special plate or sticker. Violators may be
subject to a civil penalty of at least \$350.

(Reference [Arizona Revised Statutes 28-876](https://www.azleg.gov/ARStitle/))",,,false,60,Laws and Regulations,"",,,,,"",ELEC|PHEV,"",OTHER,FLEET|GOV|IND,https://www.azleg.gov/ARStitle/,,
5598,HI,Neighborhood Electric Vehicle (NEV) Access to Roadways,"An NEV may operate at speeds of up to 25 miles per hour (mph) and is
only permitted on roadways with speed limits of 35 mph or less. An NEV
must have a notice of the operational restrictions pertaining to the
vehicle permanently attached to, or painted on, the vehicle in a
location that is in clear view of the driver. An NEV is a four-wheeled
self-propelled electrically-powered motor vehicle that produces no
emissions, has a gross vehicle weight rating of less than 3,000 pounds,
and conforms to the minimum safety equipment requirements in Title 49 of
the [Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
571.500.

(Reference [Hawaii Revised Statutes 286-2, 286-41, and 291C-134](http://www.capitol.hawaii.gov/))",,,false,100,Laws and Regulations,"",2014-07-16 14:33:01 UTC,,,,"",NEVS,"",DREST,FLEET|GOV|IND,http://www.capitol.hawaii.gov/|http://www.capitol.hawaii.gov/,,
5603,WA,Medium-Speed and Neighborhood Electric Vehicle (NEV) Definition and Access to Roadways,"NEVs and medium-speed electric vehicles are defined as self-propelled,
electrically powered four-wheeled motor vehicles. NEVs may reach speeds
of at least 20 miles per hour (mph) but not more than 25 mph.
Medium-speed electric vehicles may reach speeds of at least 25 mph but
not more than 35 mph. NEVs and medium-speed electric vehicles must be in
compliance with the national safety standards in Title 49 of the [Code
of Federal Regulations](https://www.govinfo.gov/app/collection/uscode),
section 571.500. NEVs are permitted on roads having speed limits of up
to 35 mph. Medium-speed electric vehicles are permitted on roads having
speed limits of up to 45 mph in counties consisting of islands that are
only connected to the mainland by ferry routes.

(Reference [Revised Code of Washington 46.04.295, 46.04.357, 46.61.723, and 46.61.725](http://apps.leg.wa.gov/rcw/))",,2010-03-19 00:00:00 UTC,false,175,Laws and Regulations,"",,,,,"",NEVS,"",DREST,MAN|FLEET|GOV|IND,http://apps.leg.wa.gov/rcw/,amended,2010-03-19
5604,MO,Biodiesel Use Requirement,"At least 75% of the Missouri Department of Transportation (MoDOT)
vehicles and heavy equipment that use diesel fuel must be fueled with
biodiesel blends of at least 20% (B20), if such fuel is commercially
available. The blended biodiesel fuel will be considered commercially
available if the incremental purchase cost compared to conventional
diesel fuel is not more than \$0.25. To the maximum extent practicable,
MoDOT may obtain funding for the incremental cost of the blended
biodiesel fuel from the state's Biodiesel Fuel Revolving Fund.

(Reference [Missouri Revised Statutes 414.365 and 414.407](https://revisor.mo.gov/main/Home.aspx))",,,false,65,Laws and Regulations,"",,,,,"",BIOD,"",REQ,PURCH|GOV,https://revisor.mo.gov/main/Home.aspx,,
5606,MO,Alternative Fuel Vehicle (AFV) Emissions Inspection Exemption,"Vehicles powered exclusively by electricity, including hydrogen or fuels
other than gasoline that are exempt from motor vehicle emissions
inspection under federal regulation, are exempt from state emissions
inspection requirements.

(Reference [Missouri Revised Statute 643.315](https://revisor.mo.gov/main/Home.aspx))",2011-05-05 00:00:00 UTC,,false,17,State Incentives,"",,,,,"",ELEC|HY|NG|LPG,EXEM,"",FLEET|GOV|IND,https://revisor.mo.gov/main/Home.aspx,enacted,2011-05-05
5607,MO,Alternative Fuel Vehicle (AFV) Decal,"The state motor fuel tax does not apply to passenger vehicles, certain
buses, or commercial vehicles that are powered by an alternative fuel,
if the vehicles obtain an AFV decal. Owners or operators of AFVs that
also own or operate a personal fueling station must pay an annual
alternative fuel decal fee, as listed below. Alternative fuel motor
vehicles licensed as historic vehicles are exempt from the alternative
fuel decal requirement.

::: {data-align=""left""}
Gross Vehicle Weight (GVW)
:::

Type of Vehicle

Decal Fee

18,000 pounds (lbs.) or less

Passenger, School Bus, or Commercial

\$105

18,001 lbs.-36,000 lbs.

Farm or Farming Transportation with an 'F' License Plate

\$140

18,001 lbs.-36,000 lbs.

Passenger-Carrying and Other Motor Vehicles

\$210

36,000 lbs. or more

Farm or Farming Transportation with an 'F' License Plate

\$300

36,000 lbs. or more

All Other Motor Vehicles

\$1,200

The AFV decal fee will increase annually for all vehicle weight classes
by 20% through 2026. The decal fee for plug-in hybrid electric vehicles
model year 2018 and later is one-half of the annual decal fees listed
above for their corresponding vehicle type and GVW.

Owners and operators of passenger motor vehicles, buses, or commercial
motor vehicles that are powered by compressed natural gas (CNG),
liquefied natural gas (LNG), or liquefied petroleum gas (propane), may
continue to apply for and use the alternative fuel decal in lieu of
paying the CNG, LNG, and/or propane tax, as long as the they have
installed a fueling station used solely to fuel his or her vehicle(s).
If an owner or operator of a motor vehicle powered by propane that bears
an alternative fuel decal refuels at an unattended propane fueling
station, such owner or operator shall not be eligible for a refund of
the motor fuel tax paid at the time of refueling. For more information,
see the Missouri Department of Revenue [Special Fuel
Decals](http://dor.mo.gov/motorv/decals.php) website.

(Reference [Missouri Revised Statutes 142.803 and 142.869](https://www.mo.gov/government/legislative-branch/))",1998-07-10 00:00:00 UTC,2017-06-28 00:00:00 UTC,false,50,Laws and Regulations,"",2017-07-11 12:58:29 UTC,,,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",EVFEE|FUEL,PURCH|FLEET|GOV|IND,https://www.mo.gov/government/legislative-branch/|https://www.mo.gov/government/legislative-branch/|http://www.senate.mo.gov/,amended,2017-06-28
5612,OK,Alternative Fuel Vehicle (AFV) Acquisition Requirements,"All school and government fleets may convert their vehicles to operate
on alternative fuels, and all school districts should consider
purchasing only vehicles able to operate on alternative fuels.
Alternative fuels include natural gas, propane, ethanol, methanol,
electricity, biodiesel, hydrogen, and more. School and government
vehicles capable of operating on an alternative fuel must use the fuel
whenever a fueling station is located within a five-mile radius of the
respective school district or government department and the price of the
alternative fuel is cost competitive with the displaced conventional
fuel. If school and government vehicles must be fueled outside the
five-mile radius and no fueling station is reasonably available, the
school and government vehicles are exempt from this requirement.

(Reference [Oklahoma Statutes 74-130.2 and 74-130.3](http://www.oklegislature.gov/))",,,false,100,Laws and Regulations,"",,,,,"",AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",REQ,FLEET|GOV,http://www.oklegislature.gov/,,
5616,OK,Alternative Fuel Vehicle (AFV) Tax and Fee,"Compressed natural gas (CNG) used in motor vehicles is subject to a
state motor fuel tax of \$0.05 per gasoline gallon equivalent (GGE).
Liquefied natural gas (LNG) is also subject to a state motor fuel tax
rate of \$0.05 per diesel gallon equivalent (DGE).

In lieu of the motor fuel tax, some alternative fuel vehicle (AFV)
owners are subject to a motor vehicle fee. An annual flat fee applies to
passenger automobiles, pickup trucks, vans and heavy-duty vehicles using
propane, natural gas, methanol, or blends of 85% methanol and 15%
gasoline (M85). Propane and natural gas vehicles with a payload capacity
of less than 2,000 pounds (lbs.) are taxed at a rate of \$50 per vehicle
per year. Methanol and M85 vehicles with a payload capacity of less than
2,000 lbs. are taxed at a rate of \$100 per vehicle per year. Propane,
methanol, and M85 vehicles with a payload capacity greater than 2,000
lbs. are taxed at a rate of \$150 per vehicle per year. If the owner
acquires the vehicle or converts it to run on the alternative fuel after
July 1 of the tax year, the flat fee is half of the listed amount. AFVs
must display a decal that the Oklahoma Tax Commission issues on an
annual basis.

(Reference [Oklahoma Statutes 68-500.4 and 68-723](http://www.oklegislature.gov/))",2013-05-29 00:00:00 UTC,2011-07-30 00:00:00 UTC,false,105,Laws and Regulations,"",,,,,"",NG|OTHER|LPG,"",FUEL,PURCH|FLEET|IND,http://www.oklegislature.gov/|http://www.oklegislature.gov/,amended,2011-07-30
5619,CO,State Agency Alternative Fuel Use and Vehicle Acquisition Requirement,"The Colorado Department of Personnel and Administration (DPA) requires
all state-owned diesel vehicles and equipment to be fueled with a diesel
blend of 20% biodiesel (B20), subject to the availability of the fuel
and so long as the price differential is not greater than \$0.10 more
per gallon compared to conventional diesel. Biodiesel is defined as fuel
composed of mono-alkyl esters of long chain fatty acids derived from
plant or animal matter that meets ASTM specifications and is produced in
Colorado. DPA must increase the use of alternative fuels and establish
objectives to increase its use for each succeeding year. DPA must
purchase motor vehicles that operate on compressed natural gas (CNG),
electric vehicles, or vehicles that operate on other alternative fuels,
subject to the availability of vehicles and adequate fueling
infrastructure and assuming the incremental base or life cycle cost of
the vehicle is not more than 10% over the cost of a comparable dedicated
conventional vehicle. Some vehicles may be exempt from this requirement
if available alternative fuel vehicles (AFVs) do not meet application
requirements. On or before November 1 of each year, DPA must submit a
report to the general assembly outlining vehicle purchases, including
alternative fuel and conventional vehicles; alternative fueling
infrastructure availability in the state; AFV purchase exemptions;
administrative policies in place to facilitate the purchase of AFVs;
suggested changes to facilitate the gradual conversion of the motor
vehicle fleet to AFVs; and a plan for the necessary infrastructure
development.

(Reference [Executive Order D 2015-013, 2015](https://www.colorado.gov/governor/executive-orders) and [Colorado Revised Statutes 24-30-1104](http://www.lexisnexis.com/hottopics/Colorado/))",,2015-10-28 00:00:00 UTC,false,85,Laws and Regulations,"",2015-11-11 19:31:56 UTC,,,,"",BIOD|ETH|ELEC|NG|PHEV,"",REQ,PURCH|GOV,https://www.colorado.gov/governor/executive-orders|http://www.lexisnexis.com/hottopics/Colorado/,amended,2015-10-28
5624,VT,Neighborhood Electric Vehicle (NEV) Access to Roadways,"An NEV is defined as an electric vehicle that is designed to operate at
speeds of up to 25 miles per hour (mph); carries up to four people; has
at least four wheels and a gross vehicle weight rating of less than
3,000 pounds; and conforms to the minimum safety equipment requirements
as adopted in Title 49 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/cfr), section
571.500. An NEV may only be used on roads with a posted speed limit of
up to 35 mph. The operator of an NEV may cross a highway that has a
speed limit of up to 50 mph if the crossing begins and ends on a road
authorized for use by NEVs and the intersection has a traffic control
signal. The State Traffic Committee or the legislative body of a
municipality for town highways may prohibit NEVs from crossing specific
intersections in their jurisdiction if the decision is made in the
interest of public safety.

(Reference [Vermont Statutes Title 23, Chapter 1, Section 4, and Title 23, Chapter 13, Sections 1007a and 1043](http://www.leg.state.vt.us/statutesMain.cfm))",,,false,88,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,http://www.leg.state.vt.us/statutesMain.cfm,,
5625,VT,Hybrid Electric Vehicle (HEV) and Electric Vehicle (EV) Acquisition Requirements,"The Vermont Department of Buildings and General Services (Department)
must, to the extent possible, purchase or lease HEVs or EVs for state
use. At least 75% of the vehicles purchased or leased annually must be
HEVs or EVs. The Department must acquire the lowest-cost make and model
that meets the State's needs.

(Reference [Vermont Statutes Title 29, Chapter 49, Section 903](https://legislature.vermont.gov/) and [House Bill 868, 2024](https://legislature.vermont.gov/))",,2024-06-03 00:00:00 UTC,false,67,Laws and Regulations,"",2019-06-19 18:15:19 UTC,,,,"",ELEC|HEV|PHEV,"",REQ,GOV,https://legislature.vermont.gov/|https://legislature.vermont.gov/|https://legislature.vermont.gov/|https://governor.vermont.gov/document-types/executive-orders|https://legislature.vermont.gov/,amended,2024-06-03
5639,TX,Neighborhood Electric Vehicle (NEV) Access to Roadways,"NEVs are defined as vehicles that can attain a maximum speed of 35 miles
per hour (mph) and that must comply with the safety standards in Title
49 of the [U.S. Code of Federal
Regulations](https://www.govinfo.gov/app/collection/cfr), section
571.500. NEVs may only be used on roadways that have a posted speed
limit of 45 mph or less except to cross at an intersection. A county,
municipality, or the Texas Department of Transportation may prohibit the
operation of NEVs on a street or highway if the governing body
determines that the prohibition is necessary in the interest of safety.

(Reference [Texas Statutes, Transportation Code 551.301-551.303](http://www.statutes.legis.state.tx.us/))",,2009-06-19 00:00:00 UTC,false,120,Laws and Regulations,"",,,,,"",NEVS,"",DREST,FLEET|GOV|IND,http://www.statutes.legis.state.tx.us/,amended,2009-06-19
